                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                 1.1444,                0.63768,                 1.0037,                0.82329,                0.72916,                0.81521,                0.49563,                 1.4034,                0.83518,                  1.089,             0.00037974,             0.00037974,             0.00037974
                     42,                 1.1277,                0.63451,                0.99719,                0.80842,                0.74248,                0.81109,                0.49085,                 1.3959,                0.84506,                  1.084,             0.00034674,             0.00034674,             0.00034674
                     43,                 1.1565,                0.62784,                  1.004,                0.78446,                0.74898,                0.79538,                0.47935,                  1.409,                0.86287,                 1.0927,             0.00031373,             0.00031373,             0.00031373
                     44,                 1.1311,                0.63675,                      1,                0.82558,                0.74425,                0.81383,                0.49118,                 1.3953,                0.83059,                 1.0862,             0.00028072,             0.00028072,             0.00028072
                     45,                 1.1232,                0.62931,                0.99556,                0.80181,                0.74452,                0.81026,                0.49119,                  1.407,                0.84292,                 1.0912,             0.00024772,             0.00024772,             0.00024772
                     46,                 1.1284,                0.62328,                0.99458,                0.83652,                0.72117,                0.81293,                0.49465,                 1.4037,                0.83136,                  1.091,             0.00021471,             0.00021471,             0.00021471
                     47,                  1.137,                0.63217,                 1.0021,                0.82942,                0.72484,                0.81297,                0.48806,                 1.3997,                0.83907,                 1.0872,              0.0001817,              0.0001817,              0.0001817
                     48,                  1.133,                0.62606,                 1.0024,                0.83347,                0.73747,                 0.8162,                0.49692,                 1.3942,                0.82987,                 1.0847,              0.0001487,              0.0001487,              0.0001487
                     49,                 1.1446,                0.63161,                 1.0066,                0.81547,                0.73914,                 0.8213,                0.49862,                 1.3879,                 0.8258,                 1.0843,             0.00011569,             0.00011569,             0.00011569
                     50,                 1.1362,                0.60813,                  1.001,                 0.8166,                0.74324,                0.81661,                0.49513,                 1.3908,                0.83055,                 1.0835,             8.2683e-05,             8.2683e-05,             8.2683e-05
