                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.4022,                0.87586,                 1.0949,                 0.7775,                0.65392,                0.75198,                0.42318,                 1.4955,                 1.0492,                  1.114,              0.0013039,              0.0013039,              0.0013039
                     14,                 1.4155,                0.90068,                 1.0998,                0.75738,                0.70075,                0.76112,                0.43393,                 1.4838,                0.98978,                 1.1075,              0.0012709,              0.0012709,              0.0012709
                     15,                 1.4112,                0.87366,                 1.1031,                0.77805,                0.70749,                 0.7858,                0.42869,                 1.5543,                0.97387,                 1.1255,              0.0012379,              0.0012379,              0.0012379
                     16,                 1.3847,                0.87229,                 1.0858,                  0.758,                0.70421,                0.76474,                 0.4381,                 1.4903,                0.98267,                 1.1089,              0.0012049,              0.0012049,              0.0012049
                     17,                 1.3918,                 0.8662,                  1.089,                0.74345,                0.71319,                0.77092,                0.43721,                   1.49,                0.96151,                 1.1171,              0.0011719,              0.0011719,              0.0011719
                     18,                 1.3965,                 0.8749,                 1.0962,                0.76626,                0.68612,                0.75684,                0.42448,                 1.5101,                0.99046,                 1.1152,              0.0011389,              0.0011389,              0.0011389
                     19,                 1.3981,                0.85874,                 1.0918,                0.76774,                0.68394,                0.75879,                0.44119,                 1.4629,                0.97072,                 1.1002,              0.0011059,              0.0011059,              0.0011059
                     20,                   1.38,                0.84862,                 1.0834,                0.78171,                0.65804,                 0.7542,                0.42844,                 1.5251,                0.99307,                  1.116,              0.0010729,              0.0010729,              0.0010729
                     21,                 1.3641,                0.83341,                 1.0784,                0.78122,                0.68821,                0.75951,                0.43838,                  1.472,                0.97334,                 1.1093,              0.0010399,              0.0010399,              0.0010399
                     22,                 1.3731,                0.83653,                 1.0853,                0.76101,                0.65518,                0.74759,                0.42448,                 1.5079,                 1.0017,                  1.115,              0.0010069,              0.0010069,              0.0010069
                     23,                 1.3567,                0.82873,                 1.0772,                0.80492,                0.66349,                  0.764,                0.44447,                 1.4812,                0.96858,                 1.1099,             0.00097386,             0.00097386,             0.00097386
                     24,                 1.3374,                0.80585,                 1.0648,                0.78228,                0.69232,                 0.7692,                0.43427,                  1.491,                 0.9493,                 1.1088,             0.00094085,             0.00094085,             0.00094085
                     25,                 1.3475,                0.83501,                 1.0725,                0.75965,                0.70188,                0.76943,                0.43939,                 1.4791,                0.94995,                 1.1071,             0.00090785,             0.00090785,             0.00090785
                     26,                 1.3279,                0.78969,                  1.074,                0.73592,                0.70037,                0.75407,                0.43527,                 1.4858,                0.97989,                 1.1049,             0.00087484,             0.00087484,             0.00087484
                     27,                 1.3493,                0.81846,                 1.0741,                 0.7572,                0.70869,                0.78098,                0.44548,                 1.4921,                0.94963,                 1.1007,             0.00084184,             0.00084184,             0.00084184
                     28,                 1.3081,                0.79524,                 1.0594,                0.77426,                0.69419,                0.77472,                0.44721,                 1.4469,                0.96842,                 1.0937,             0.00080883,             0.00080883,             0.00080883
                     29,                 1.3226,                0.78697,                 1.0681,                0.79921,                0.69591,                0.77913,                0.45383,                 1.4452,                0.94168,                  1.095,             0.00077582,             0.00077582,             0.00077582
                     30,                  1.324,                0.78415,                 1.0685,                0.80874,                 0.7169,                0.79451,                 0.4653,                 1.4475,                0.92751,                 1.0922,             0.00074282,             0.00074282,             0.00074282
                     31,                 1.2978,                0.77663,                 1.0571,                0.72031,                0.73982,                0.76929,                0.44591,                 1.4617,                0.96629,                 1.0903,             0.00070981,             0.00070981,             0.00070981
                     32,                 1.3129,                0.77639,                 1.0589,                0.77386,                0.72526,                0.79051,                0.45966,                 1.4463,                0.92495,                 1.0919,              0.0006768,              0.0006768,              0.0006768
                     33,                 1.3152,                0.79357,                 1.0598,                0.76311,                0.70986,                0.77949,                0.45094,                 1.4354,                0.94316,                 1.0856,              0.0006438,              0.0006438,              0.0006438
                     34,                 1.2994,                0.76639,                  1.059,                0.78611,                0.70456,                0.79779,                0.45837,                 1.4657,                 0.9195,                  1.096,             0.00061079,             0.00061079,             0.00061079
                     35,                 1.2829,                0.77894,                 1.0458,                0.77907,                0.70644,                0.77564,                0.45732,                 1.4408,                0.92507,                 1.0987,             0.00057778,             0.00057778,             0.00057778
                     36,                 1.2991,                0.77105,                 1.0568,                0.78855,                0.70236,                 0.7926,                 0.4654,                 1.4493,                0.90859,                 1.0971,             0.00054478,             0.00054478,             0.00054478
                     37,                 1.2936,                0.76038,                 1.0502,                0.79102,                0.73834,                0.79975,                0.47302,                  1.417,                 0.8976,                 1.0845,             0.00051177,             0.00051177,             0.00051177
                     38,                 1.2729,                0.74668,                 1.0491,                0.80858,                0.70096,                0.79217,                0.46878,                 1.4154,                0.91861,                 1.0833,             0.00047876,             0.00047876,             0.00047876
                     39,                 1.2758,                0.76873,                 1.0433,                0.77771,                0.72324,                  0.799,                0.46817,                 1.4297,                0.89927,                 1.0852,             0.00044576,             0.00044576,             0.00044576
                     40,                 1.2702,                0.75282,                  1.043,                0.80892,                0.70249,                0.79944,                0.46895,                 1.4235,                0.91842,                 1.0803,             0.00041275,             0.00041275,             0.00041275
                     41,                 1.2668,                0.74553,                 1.0457,                0.80098,                0.71524,                 0.8009,                 0.4751,                 1.4137,                0.88757,                 1.0863,             0.00037974,             0.00037974,             0.00037974
                     42,                 1.2455,                0.73243,                 1.0396,                0.75354,                0.74487,                0.79778,                0.47357,                 1.4025,                 0.8972,                 1.0779,             0.00034674,             0.00034674,             0.00034674
                     43,                 1.2652,                0.72677,                 1.0442,                0.78208,                 0.7321,                0.79717,                0.47127,                 1.4191,                0.90054,                 1.0876,             0.00031373,             0.00031373,             0.00031373
                     44,                 1.2513,                0.74369,                 1.0413,                0.80881,                0.71234,                0.80377,                0.47533,                 1.4114,                 0.8899,                  1.082,             0.00028072,             0.00028072,             0.00028072
                     45,                  1.234,                0.72694,                 1.0337,                0.79116,                0.70146,                0.80058,                0.46984,                 1.4125,                 0.8975,                 1.0855,             0.00024772,             0.00024772,             0.00024772
                     46,                 1.2416,                0.72289,                 1.0321,                0.77612,                0.73303,                0.80309,                0.47877,                 1.4088,                0.89176,                 1.0825,             0.00021471,             0.00021471,             0.00021471
                     47,                 1.2407,                0.72126,                 1.0394,                0.80266,                0.70335,                0.80072,                 0.4792,                 1.3958,                0.89176,                 1.0771,              0.0001817,              0.0001817,              0.0001817
                     48,                 1.2403,                0.72214,                 1.0393,                0.83388,                0.69844,                0.80665,                 0.4796,                 1.3989,                0.88521,                 1.0797,              0.0001487,              0.0001487,              0.0001487
                     49,                 1.2378,                0.71666,                 1.0393,                0.79883,                0.72891,                0.81373,                0.48373,                  1.404,                 0.8742,                 1.0793,             0.00011569,             0.00011569,             0.00011569
                     50,                 1.2229,                 0.6987,                 1.0309,                0.78533,                0.72485,                0.80598,                0.47915,                 1.3974,                0.88777,                 1.0771,             8.2683e-05,             8.2683e-05,             8.2683e-05
