                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                  1.695,                 1.1458,                 1.2127,                0.63343,                0.60941,                0.63081,                 0.3053,                 1.7911,                 1.2632,                 1.2125,              0.0011719,              0.0011719,              0.0011719
                     33,                 1.7282,                 1.1565,                 1.2208,                0.60232,                0.50077,                  0.533,                0.25159,                 1.8877,                 1.3772,                  1.241,              0.0011554,              0.0011554,              0.0011554
                     34,                 1.7023,                 1.1489,                 1.2131,                0.64577,                0.54762,                0.59545,                0.29274,                 1.7752,                 1.2631,                 1.2128,              0.0011389,              0.0011389,              0.0011389
                     35,                 1.6658,                 1.1466,                  1.194,                0.69656,                0.56722,                0.62371,                0.31359,                 1.7195,                  1.226,                 1.2017,              0.0011224,              0.0011224,              0.0011224
                     36,                 1.6623,                 1.1162,                 1.1909,                0.66734,                0.57234,                0.63479,                0.30882,                 1.7828,                 1.2155,                  1.208,              0.0011059,              0.0011059,              0.0011059
                     37,                 1.6676,                 1.1201,                 1.1925,                0.67814,                0.54626,                0.63414,                0.31847,                 1.7303,                 1.2436,                 1.1865,              0.0010894,              0.0010894,              0.0010894
                     38,                 1.6414,                 1.0946,                 1.1879,                0.68657,                0.55199,                0.63045,                0.32317,                 1.7126,                 1.2173,                 1.1858,              0.0010729,              0.0010729,              0.0010729
                     39,                 1.6509,                  1.106,                 1.1823,                0.68522,                0.59751,                0.65902,                0.34457,                 1.6779,                 1.1685,                 1.1797,              0.0010564,              0.0010564,              0.0010564
                     40,                 1.6504,                 1.1096,                 1.1863,                0.67383,                0.58229,                0.65931,                0.33218,                 1.7203,                 1.1884,                 1.1908,              0.0010399,              0.0010399,              0.0010399
                     41,                 1.6144,                 1.0718,                 1.1664,                0.65589,                0.61464,                0.65624,                0.34524,                 1.7077,                 1.1453,                 1.1993,              0.0010234,              0.0010234,              0.0010234
                     42,                  1.612,                  1.062,                 1.1768,                0.64281,                0.54452,                0.61002,                0.30675,                  1.719,                 1.2588,                 1.1859,              0.0010069,              0.0010069,              0.0010069
                     43,                 1.5994,                 1.0651,                 1.1707,                0.70135,                0.57337,                 0.6448,                0.33819,                 1.6743,                 1.1873,                 1.1922,             0.00099036,             0.00099036,             0.00099036
                     44,                 1.5999,                 1.0454,                 1.1736,                0.67475,                0.61764,                0.68013,                0.35751,                 1.6676,                 1.1271,                 1.1705,             0.00097386,             0.00097386,             0.00097386
                     45,                 1.5987,                 1.0379,                 1.1745,                0.70665,                0.57954,                0.65728,                0.34053,                 1.6777,                 1.1748,                 1.1746,             0.00095736,             0.00095736,             0.00095736
                     46,                 1.5698,                 1.0261,                 1.1604,                0.69167,                0.60219,                0.66996,                0.34927,                  1.694,                  1.183,                 1.1808,             0.00094085,             0.00094085,             0.00094085
                     47,                 1.5914,                 1.0503,                 1.1699,                 0.7101,                0.59749,                 0.6673,                0.33819,                  1.695,                 1.1587,                 1.1803,             0.00092435,             0.00092435,             0.00092435
                     48,                  1.581,                 1.0313,                 1.1643,                0.69333,                0.61575,                0.68829,                0.35741,                 1.6631,                 1.1127,                 1.1705,             0.00090785,             0.00090785,             0.00090785
                     49,                  1.572,                 1.0187,                 1.1621,                0.69844,                0.61157,                 0.6729,                0.35597,                 1.6307,                  1.116,                 1.1715,             0.00089134,             0.00089134,             0.00089134
                     50,                 1.5465,                 1.0146,                  1.153,                0.67266,                0.64416,                0.68124,                0.35552,                 1.6291,                 1.1534,                 1.1622,             0.00087484,             0.00087484,             0.00087484
                     51,                 1.5467,                 1.0016,                 1.1479,                0.68593,                0.58633,                0.65098,                0.33971,                 1.6473,                 1.1549,                 1.1595,             0.00085834,             0.00085834,             0.00085834
                     52,                 1.5332,                 1.0059,                 1.1396,                0.68735,                0.58595,                 0.6486,                0.34283,                   1.64,                 1.1724,                 1.1659,             0.00084184,             0.00084184,             0.00084184
                     53,                  1.547,                 1.0067,                 1.1508,                0.70144,                0.62491,                0.69265,                 0.3688,                  1.633,                 1.1385,                 1.1582,             0.00082533,             0.00082533,             0.00082533
                     54,                 1.5137,                0.97382,                 1.1385,                0.67902,                0.65317,                0.69257,                0.36598,                 1.6189,                 1.1398,                 1.1515,             0.00080883,             0.00080883,             0.00080883
                     55,                 1.5174,                0.96036,                 1.1377,                 0.7139,                0.66944,                0.69593,                0.37332,                 1.6249,                 1.0903,                 1.1541,             0.00079233,             0.00079233,             0.00079233
                     56,                 1.5047,                0.98105,                 1.1305,                0.71602,                0.64741,                0.69626,                0.36742,                  1.617,                 1.0923,                 1.1524,             0.00077582,             0.00077582,             0.00077582
                     57,                 1.5241,                0.96869,                 1.1405,                 0.7278,                0.64844,                0.71073,                0.38111,                 1.5898,                 1.0962,                 1.1399,             0.00075932,             0.00075932,             0.00075932
                     58,                 1.5012,                0.95375,                 1.1314,                0.67286,                0.62387,                0.67758,                 0.3573,                 1.6127,                 1.1386,                 1.1505,             0.00074282,             0.00074282,             0.00074282
                     59,                 1.4942,                0.96311,                 1.1324,                 0.7223,                0.65038,                0.71154,                0.38553,                 1.5849,                 1.0866,                 1.1422,             0.00072631,             0.00072631,             0.00072631
                     60,                 1.5002,                0.94472,                 1.1299,                0.70707,                 0.6346,                0.69385,                0.38678,                 1.6012,                 1.0692,                 1.1612,             0.00070981,             0.00070981,             0.00070981
                     61,                 1.5168,                0.96368,                 1.1332,                0.69487,                0.62559,                0.68871,                0.37995,                 1.5864,                 1.1037,                  1.144,             0.00069331,             0.00069331,             0.00069331
                     62,                 1.4809,                0.93244,                 1.1268,                0.76321,                0.61043,                0.71729,                0.39658,                 1.5834,                 1.0635,                 1.1397,              0.0006768,              0.0006768,              0.0006768
                     63,                 1.4688,                0.93184,                 1.1198,                0.72084,                0.64803,                0.71645,                0.38265,                 1.5726,                 1.0927,                 1.1397,              0.0006603,              0.0006603,              0.0006603
                     64,                 1.4855,                0.94416,                 1.1271,                0.73176,                0.61918,                 0.6992,                0.37546,                 1.5982,                 1.1023,                 1.1478,              0.0006438,              0.0006438,              0.0006438
                     65,                 1.4771,                0.93784,                 1.1254,                0.69418,                0.65642,                0.70414,                0.38912,                 1.5703,                 1.0804,                 1.1357,             0.00062729,             0.00062729,             0.00062729
                     66,                 1.4611,                0.91552,                 1.1134,                0.74134,                0.62804,                 0.7156,                0.38628,                 1.5729,                 1.0594,                 1.1385,             0.00061079,             0.00061079,             0.00061079
                     67,                 1.4709,                0.91363,                 1.1158,                0.72084,                0.66056,                0.71898,                0.38611,                 1.6034,                 1.0751,                 1.1466,             0.00059429,             0.00059429,             0.00059429
                     68,                 1.4696,                0.91112,                   1.12,                0.73041,                0.66583,                0.72694,                0.39411,                 1.5602,                 1.0636,                 1.1351,             0.00057778,             0.00057778,             0.00057778
                     69,                 1.4638,                0.90367,                 1.1159,                0.67612,                 0.6802,                0.71495,                0.38991,                 1.5782,                 1.0646,                 1.1423,             0.00056128,             0.00056128,             0.00056128
                     70,                 1.4516,                0.92137,                 1.1147,                0.76456,                0.65678,                0.73115,                0.40594,                 1.5464,                 1.0474,                 1.1313,             0.00054478,             0.00054478,             0.00054478
                     71,                 1.4492,                0.90198,                 1.1109,                0.73402,                 0.6529,                0.72486,                0.39699,                 1.5822,                 1.0497,                 1.1383,             0.00052827,             0.00052827,             0.00052827
                     72,                 1.4332,                0.89173,                 1.1084,                0.72008,                0.66522,                0.71928,                0.40113,                 1.5468,                 1.0726,                 1.1262,             0.00051177,             0.00051177,             0.00051177
                     73,                 1.4198,                0.87864,                 1.1042,                0.72894,                0.64231,                0.70454,                 0.3896,                 1.5646,                 1.0785,                 1.1357,             0.00049527,             0.00049527,             0.00049527
                     74,                 1.4309,                0.89452,                 1.1047,                0.74919,                0.63534,                0.71883,                0.39333,                 1.5583,                 1.0532,                 1.1334,             0.00047876,             0.00047876,             0.00047876
                     75,                 1.4357,                0.87479,                 1.1137,                0.73867,                0.65858,                0.72903,                0.39815,                 1.5632,                 1.0457,                 1.1318,             0.00046226,             0.00046226,             0.00046226
                     76,                 1.4088,                0.88381,                 1.0974,                0.71853,                0.62513,                0.70798,                0.39167,                 1.5581,                 1.0866,                 1.1316,             0.00044576,             0.00044576,             0.00044576
                     77,                 1.4166,                0.87925,                 1.0949,                0.77945,                0.64201,                0.72888,                0.40885,                 1.5427,                  1.033,                 1.1328,             0.00042925,             0.00042925,             0.00042925
                     78,                 1.4009,                0.85143,                 1.0978,                0.77129,                0.64784,                0.73075,                 0.4012,                 1.5491,                 1.0498,                 1.1275,             0.00041275,             0.00041275,             0.00041275
                     79,                 1.4063,                0.86773,                 1.0981,                 0.7472,                0.67495,                0.73404,                0.41495,                  1.522,                 1.0205,                 1.1243,             0.00039625,             0.00039625,             0.00039625
                     80,                 1.4005,                0.86278,                 1.0973,                0.75629,                0.65473,                 0.7228,                0.40213,                 1.5203,                 1.0508,                 1.1262,             0.00037974,             0.00037974,             0.00037974
                     81,                 1.4089,                0.86077,                  1.099,                0.73142,                 0.6706,                0.73074,                0.40513,                 1.5371,                 1.0443,                 1.1232,             0.00036324,             0.00036324,             0.00036324
                     82,                 1.3966,                0.86013,                  1.091,                0.71859,                0.67389,                0.72349,                0.40634,                 1.5213,                 1.0447,                 1.1189,             0.00034674,             0.00034674,             0.00034674
                     83,                 1.3872,                0.83372,                 1.0936,                 0.7422,                0.66466,                0.72208,                0.40933,                 1.5176,                 1.0216,                 1.1206,             0.00033023,             0.00033023,             0.00033023
                     84,                 1.3848,                0.84736,                 1.0931,                 0.6853,                0.68834,                0.71841,                0.40366,                 1.5181,                 1.0494,                 1.1238,             0.00031373,             0.00031373,             0.00031373
                     85,                 1.3818,                0.84413,                 1.0887,                0.73244,                0.64751,                0.72274,                0.40245,                 1.5345,                  1.028,                  1.123,             0.00029723,             0.00029723,             0.00029723
                     86,                 1.3755,                0.82869,                 1.0759,                 0.7297,                0.66283,                0.72547,                0.40734,                 1.5271,                 1.0307,                 1.1259,             0.00028072,             0.00028072,             0.00028072
                     87,                 1.3747,                0.82827,                 1.0887,                0.73232,                0.66426,                0.73845,                0.41894,                 1.5147,                 1.0014,                 1.1192,             0.00026422,             0.00026422,             0.00026422
                     88,                 1.3632,                0.82581,                 1.0823,                0.74472,                0.67332,                 0.7292,                0.41429,                 1.5212,                 1.0108,                 1.1232,             0.00024772,             0.00024772,             0.00024772
                     89,                 1.3687,                0.82691,                 1.0909,                0.74702,                0.65971,                0.72954,                0.40911,                 1.5306,                 1.0293,                 1.1218,             0.00023121,             0.00023121,             0.00023121
                     90,                 1.3626,                0.82908,                  1.082,                0.73172,                0.66381,                 0.7316,                  0.413,                  1.533,                 1.0117,                 1.1257,             0.00021471,             0.00021471,             0.00021471
                     91,                 1.3513,                 0.8106,                 1.0805,                0.71388,                0.67007,                0.73084,                0.41821,                 1.5227,                 1.0205,                 1.1216,             0.00019821,             0.00019821,             0.00019821
                     92,                 1.3589,                0.81358,                 1.0775,                0.72101,                0.65119,                0.72888,                0.41661,                 1.5263,                 1.0136,                 1.1215,              0.0001817,              0.0001817,              0.0001817
                     93,                 1.3473,                0.80991,                 1.0694,                  0.739,                0.64644,                 0.7339,                0.41526,                 1.5189,                 1.0096,                 1.1199,              0.0001652,              0.0001652,              0.0001652
                     94,                  1.336,                0.81637,                 1.0737,                 0.7573,                0.65706,                0.73932,                0.42051,                 1.5172,                 1.0005,                 1.1191,              0.0001487,              0.0001487,              0.0001487
                     95,                  1.333,                0.80774,                  1.071,                0.73738,                0.67743,                0.74329,                0.42646,                 1.5187,                0.98997,                 1.1199,             0.00013219,             0.00013219,             0.00013219
                     96,                 1.3502,                0.81203,                 1.0721,                0.74301,                 0.6638,                0.73908,                 0.4232,                 1.5128,                0.99645,                   1.12,             0.00011569,             0.00011569,             0.00011569
                     97,                 1.3358,                0.81142,                 1.0823,                0.72011,                0.67296,                 0.7424,                0.42261,                 1.5224,                0.98701,                  1.122,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                 1.3337,                0.79679,                  1.075,                0.75567,                0.66178,                0.73978,                0.41967,                 1.5173,                0.99938,                  1.123,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                 1.3435,                0.80024,                 1.0781,                0.73714,                 0.6778,                0.74044,                0.42208,                 1.5075,                0.99783,                 1.1207,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                 1.3485,                0.80728,                 1.0762,                0.75623,                0.65562,                0.73749,                 0.4208,                 1.5134,                0.99904,                 1.1214,             4.9677e-05,             4.9677e-05,             4.9677e-05
