                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                  1.763,                 1.2377,                 1.2501,                0.58988,                0.54351,                0.56366,                0.26391,                 1.8629,                 1.3437,                  1.249,             0.00087484,             0.00087484,             0.00087484
                     27,                 1.7946,                 1.2421,                  1.249,                0.61249,                0.53056,                0.56299,                0.27236,                 1.8173,                 1.3251,                 1.2426,             0.00084184,             0.00084184,             0.00084184
                     28,                 1.7604,                 1.2135,                 1.2423,                0.62557,                0.53092,                0.58216,                0.28153,                 1.8306,                 1.3019,                 1.2364,             0.00080883,             0.00080883,             0.00080883
                     29,                 1.7602,                  1.185,                 1.2416,                0.64523,                0.52191,                0.58637,                0.28014,                 1.8215,                  1.303,                 1.2359,             0.00077582,             0.00077582,             0.00077582
                     30,                 1.7343,                 1.1817,                 1.2306,                0.62898,                0.55252,                0.58818,                0.28875,                 1.7992,                 1.2836,                 1.2367,             0.00074282,             0.00074282,             0.00074282
                     31,                 1.7255,                 1.1769,                 1.2237,                0.62103,                0.55727,                0.58473,                0.28685,                 1.7897,                 1.2768,                 1.2275,             0.00070981,             0.00070981,             0.00070981
                     32,                 1.7078,                 1.1749,                 1.2202,                0.63908,                0.55535,                0.58865,                 0.2903,                 1.7657,                 1.2741,                 1.2302,              0.0006768,              0.0006768,              0.0006768
                     33,                 1.7152,                 1.1627,                  1.213,                0.65113,                0.57088,                 0.6041,                0.30365,                 1.7451,                 1.2445,                 1.2102,              0.0006438,              0.0006438,              0.0006438
                     34,                 1.6986,                 1.1514,                 1.2116,                0.60819,                0.53433,                0.57289,                 0.2638,                 1.8482,                 1.2898,                 1.2486,             0.00061079,             0.00061079,             0.00061079
                     35,                 1.6721,                 1.1411,                  1.199,                0.69432,                0.57187,                0.61949,                0.30623,                 1.7583,                 1.2168,                 1.2184,             0.00057778,             0.00057778,             0.00057778
                     36,                 1.6678,                 1.1084,                 1.1969,                0.69427,                 0.5913,                0.64422,                0.31931,                 1.7201,                 1.1732,                 1.2019,             0.00054478,             0.00054478,             0.00054478
                     37,                 1.6522,                 1.0954,                 1.1904,                0.68274,                0.58101,                0.63769,                0.32485,                 1.7165,                 1.1883,                 1.2072,             0.00051177,             0.00051177,             0.00051177
                     38,                 1.6454,                 1.0969,                 1.1928,                0.65746,                0.59553,                0.63252,                0.32156,                 1.7196,                 1.1951,                 1.2037,             0.00047876,             0.00047876,             0.00047876
                     39,                 1.6569,                 1.1103,                  1.192,                0.69427,                0.59888,                0.65108,                0.32814,                 1.6941,                 1.1681,                 1.1967,             0.00044576,             0.00044576,             0.00044576
                     40,                 1.6396,                 1.0855,                 1.1813,                 0.6996,                0.57194,                0.63121,                0.30655,                 1.7665,                 1.2125,                  1.211,             0.00041275,             0.00041275,             0.00041275
                     41,                 1.6267,                 1.0829,                 1.1866,                0.64383,                0.59938,                0.62522,                0.30484,                   1.78,                 1.2138,                 1.2146,             0.00037974,             0.00037974,             0.00037974
                     42,                 1.5991,                 1.0729,                   1.17,                0.66886,                0.62393,                0.63738,                0.31602,                 1.7374,                 1.1822,                 1.2125,             0.00034674,             0.00034674,             0.00034674
                     43,                 1.6038,                 1.0519,                 1.1741,                 0.6737,                0.60868,                0.64359,                0.32419,                 1.7152,                 1.1684,                 1.2017,             0.00031373,             0.00031373,             0.00031373
                     44,                 1.5941,                 1.0487,                 1.1685,                0.73073,                0.58684,                   0.66,                0.33228,                 1.6856,                 1.1467,                 1.1903,             0.00028072,             0.00028072,             0.00028072
                     45,                 1.5859,                  1.049,                 1.1718,                0.71011,                0.61351,                0.66819,                0.33454,                  1.699,                 1.1545,                 1.1925,             0.00024772,             0.00024772,             0.00024772
                     46,                 1.5796,                 1.0401,                 1.1555,                0.66887,                0.62127,                0.65145,                0.32562,                 1.7038,                 1.1601,                 1.1905,             0.00021471,             0.00021471,             0.00021471
                     47,                 1.5717,                 1.0387,                 1.1662,                0.69771,                0.62483,                0.66054,                0.33744,                 1.6864,                 1.1329,                  1.191,              0.0001817,              0.0001817,              0.0001817
                     48,                 1.5764,                 1.0412,                 1.1676,                0.71105,                0.61198,                0.67987,                0.35004,                 1.6717,                  1.116,                 1.1864,              0.0001487,              0.0001487,              0.0001487
                     49,                 1.5553,                 1.0186,                 1.1588,                0.71726,                0.62586,                0.66786,                0.34639,                 1.6701,                 1.1171,                 1.1848,             0.00011569,             0.00011569,             0.00011569
                     50,                  1.553,                 1.0097,                 1.1569,                0.67914,                0.64622,                0.67272,                0.35092,                 1.6504,                 1.1134,                 1.1784,             8.2683e-05,             8.2683e-05,             8.2683e-05
