                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                 1.2203,                 0.6982,                 1.0287,                0.77888,                0.74208,                 0.7944,                0.47212,                  1.427,                0.89912,                 1.0874,             0.00077582,             0.00077582,             0.00077582
                     30,                 1.2306,                0.70573,                 1.0371,                  0.797,                0.71576,                0.79238,                 0.4743,                 1.4324,                0.88953,                 1.0943,             0.00074282,             0.00074282,             0.00074282
                     31,                 1.2142,                 0.6977,                 1.0271,                0.80161,                0.66822,                0.76406,                0.44862,                  1.445,                0.94709,                 1.0873,             0.00070981,             0.00070981,             0.00070981
                     32,                 1.2224,                0.70411,                 1.0278,                0.79669,                 0.7095,                0.80432,                0.47929,                 1.4112,                0.88951,                 1.0804,              0.0006768,              0.0006768,              0.0006768
                     33,                 1.2339,                 0.7215,                 1.0333,                0.81729,                0.71269,                0.80709,                 0.4799,                 1.4124,                0.88498,                 1.0836,              0.0006438,              0.0006438,              0.0006438
                     34,                 1.2233,                 0.6978,                  1.031,                0.82307,                0.70603,                 0.8017,                0.47308,                 1.4478,                0.88592,                 1.0924,             0.00061079,             0.00061079,             0.00061079
                     35,                  1.209,                0.70739,                 1.0194,                0.80232,                0.70861,                0.79815,                0.48197,                 1.4127,                0.88762,                 1.0923,             0.00057778,             0.00057778,             0.00057778
                     36,                 1.2183,                0.69951,                 1.0267,                0.79605,                0.73461,                0.80932,                0.48219,                 1.4209,                0.87599,                 1.0913,             0.00054478,             0.00054478,             0.00054478
                     37,                 1.2123,                0.68577,                 1.0206,                0.85559,                0.70557,                0.81391,                0.48954,                 1.4105,                0.86597,                 1.0864,             0.00051177,             0.00051177,             0.00051177
                     38,                 1.1975,                0.68688,                 1.0248,                0.80969,                0.73017,                0.81445,                0.48711,                 1.4106,                0.87055,                 1.0827,             0.00047876,             0.00047876,             0.00047876
                     39,                 1.2076,                0.69566,                 1.0191,                0.81207,                0.73199,                 0.8168,                0.48677,                 1.4172,                0.86485,                 1.0829,             0.00044576,             0.00044576,             0.00044576
                     40,                 1.1996,                0.68543,                 1.0193,                0.82797,                0.71472,                0.80752,                0.47854,                 1.4025,                0.87886,                 1.0764,             0.00041275,             0.00041275,             0.00041275
                     41,                 1.2023,                0.68047,                 1.0222,                0.83623,                0.70349,                0.81518,                0.49161,                  1.403,                0.84647,                 1.0808,             0.00037974,             0.00037974,             0.00037974
                     42,                 1.1758,                0.67055,                 1.0146,                0.81222,                0.72216,                0.80759,                0.48663,                 1.3936,                0.86853,                 1.0769,             0.00034674,             0.00034674,             0.00034674
                     43,                 1.2002,                0.66941,                   1.02,                0.78949,                0.74626,                0.80052,                0.48138,                 1.4132,                 0.8673,                 1.0863,             0.00031373,             0.00031373,             0.00031373
                     44,                 1.1812,                0.67902,                 1.0174,                0.86061,                0.71875,                0.82104,                0.49001,                 1.4046,                0.85223,                 1.0813,             0.00028072,             0.00028072,             0.00028072
                     45,                 1.1624,                0.66118,                 1.0099,                0.80036,                0.73212,                0.81463,                 0.4947,                 1.4032,                0.85006,                  1.085,             0.00024772,             0.00024772,             0.00024772
                     46,                 1.1691,                0.65759,                 1.0091,                0.82525,                0.73303,                0.81773,                0.49723,                 1.3926,                0.83935,                  1.081,             0.00021471,             0.00021471,             0.00021471
                     47,                 1.1842,                0.66386,                 1.0184,                0.83319,                0.70486,                0.81008,                0.49291,                  1.388,                0.85127,                  1.079,              0.0001817,              0.0001817,              0.0001817
                     48,                 1.1803,                0.66716,                 1.0181,                0.83721,                0.71634,                0.81525,                0.49436,                 1.3915,                0.84557,                 1.0782,              0.0001487,              0.0001487,              0.0001487
                     49,                 1.1826,                0.66581,                 1.0188,                 0.8405,                0.71858,                0.82066,                 0.4976,                  1.389,                 0.8418,                 1.0785,             0.00011569,             0.00011569,             0.00011569
                     50,                 1.1713,                0.64272,                 1.0124,                0.80733,                 0.7334,                0.81191,                0.49713,                 1.3915,                 0.8516,                 1.0778,             8.2683e-05,             8.2683e-05,             8.2683e-05
