                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.1199,                0.61142,                0.99817,                0.80304,                0.73011,                 0.7974,                0.48068,                 1.4274,                0.85755,                    1.1,             0.00074282,             0.00074282,             0.00074282
                     31,                 1.1049,                0.60679,                0.99182,                0.78663,                0.70794,                0.78323,                0.46501,                 1.4415,                0.90424,                 1.1017,             0.00070981,             0.00070981,             0.00070981
                     32,                 1.1156,                0.61982,                0.99215,                0.80798,                0.73181,                 0.7998,                0.47819,                 1.4427,                0.86469,                 1.0969,              0.0006768,              0.0006768,              0.0006768
                     33,                 1.1313,                0.62471,                0.99755,                0.80471,                0.73724,                0.80355,                0.48304,                 1.4302,                0.84287,                 1.0963,              0.0006438,              0.0006438,              0.0006438
                     34,                 1.1254,                0.61132,                0.99635,                0.84598,                0.73228,                0.80828,                0.49051,                 1.4194,                0.83949,                 1.0939,             0.00061079,             0.00061079,             0.00061079
                     35,                 1.1134,                0.61634,                0.98721,                 0.8233,                0.72288,                0.80244,                0.48659,                 1.4166,                0.83875,                 1.0991,             0.00057778,             0.00057778,             0.00057778
                     36,                 1.1262,                0.61727,                0.99268,                0.78095,                0.75366,                0.80337,                0.48514,                 1.4089,                 0.8552,                 1.0936,             0.00054478,             0.00054478,             0.00054478
                     37,                 1.1133,                0.60555,                0.98717,                0.86941,                0.70409,                0.80906,                0.48691,                 1.4205,                0.84713,                 1.0973,             0.00051177,             0.00051177,             0.00051177
                     38,                    1.1,                0.60806,                0.98982,                0.81901,                0.71265,                0.80325,                0.48808,                 1.4182,                0.85206,                 1.0959,             0.00047876,             0.00047876,             0.00047876
                     39,                 1.1091,                0.60467,                0.98728,                0.85043,                0.72009,                0.81547,                0.49375,                 1.4066,                0.83635,                 1.0917,             0.00044576,             0.00044576,             0.00044576
                     40,                 1.1046,                0.60754,                0.98548,                0.83494,                0.71451,                0.80807,                0.49158,                 1.4088,                0.84047,                 1.0957,             0.00041275,             0.00041275,             0.00041275
                     41,                 1.1045,                0.60308,                  0.989,                0.84928,                0.71469,                0.81922,                0.49749,                 1.4081,                0.83123,                 1.0959,             0.00037974,             0.00037974,             0.00037974
                     42,                 1.0947,                0.59917,                0.98607,                0.84679,                0.71575,                 0.8174,                0.50101,                 1.3986,                0.82453,                 1.0913,             0.00034674,             0.00034674,             0.00034674
                     43,                 1.1169,                 0.5985,                0.99183,                0.82313,                0.71256,                 0.8064,                0.48824,                 1.4068,                0.84805,                 1.0993,             0.00031373,             0.00031373,             0.00031373
                     44,                 1.0962,                0.60742,                0.98873,                0.86277,                0.72693,                0.82268,                0.49807,                 1.3967,                0.82099,                 1.0925,             0.00028072,             0.00028072,             0.00028072
                     45,                 1.0888,                 0.5963,                0.98442,                0.83593,                0.72187,                0.81943,                0.49787,                 1.3982,                0.82302,                  1.092,             0.00024772,             0.00024772,             0.00024772
                     46,                 1.0983,                0.59682,                0.98505,                0.84559,                0.71962,                0.82502,                0.50234,                 1.3947,                0.82154,                 1.0952,             0.00021471,             0.00021471,             0.00021471
                     47,                 1.1051,                0.60574,                0.99202,                0.84824,                0.70038,                 0.8102,                0.49503,                 1.3937,                0.83267,                 1.0916,              0.0001817,              0.0001817,              0.0001817
                     48,                  1.103,                0.59852,                0.99346,                0.83781,                0.71681,                0.81604,                 0.4999,                 1.3913,                0.82503,                   1.09,              0.0001487,              0.0001487,              0.0001487
                     49,                  1.116,                0.60354,                0.99722,                 0.8545,                0.71311,                 0.8175,                0.50059,                 1.3795,                0.81557,                  1.086,             0.00011569,             0.00011569,             0.00011569
                     50,                 1.1043,                0.58547,                0.99114,                0.81939,                0.73404,                0.81574,                0.49927,                 1.3888,                0.81797,                 1.0893,             8.2683e-05,             8.2683e-05,             8.2683e-05
